timestamp,latitude,longitude,rainfall_mm_hr
2026-07-28,19.95,80.85,0.0
2026-07-28,20.05,80.85,0.0
2026-07-28,20.15,80.85,0.0
2026-07-28,20.25,80.85,0.0
2026-07-28,20.35,80.85,0.0
2026-07-28,20.45,80.85,0.30010256
2026-07-28,20.55,80.85,0.3512906
2026-07-28,20.65,80.85,0.6207224
2026-07-28,20.75,80.85,0.1906684
2026-07-28,20.85,80.85,0.28349173
2026-07-28,20.95,80.85,0.31573194
2026-07-28,21.05,80.85,0.24628867
2026-07-28,21.15,80.85,0.0
2026-07-28,21.25,80.85,0.0
2026-07-28,21.35,80.85,0.0
2026-07-28,21.45,80.85,0.0
2026-07-28,21.55,80.85,0.0
2026-07-28,21.65,80.85,0.0
2026-07-28,21.75,80.85,0.0
2026-07-28,21.85,80.85,0.0
2026-07-28,21.95,80.85,0.0
2026-07-28,22.05,80.85,0.0
2026-07-28,22.15,80.85,0.0
2026-07-28,22.25,80.85,0.0
2026-07-28,22.35,80.85,0.0
2026-07-28,22.45,80.85,0.0
2026-07-28,22.55,80.85,0.0
2026-07-28,22.65,80.85,0.0
2026-07-28,22.75,80.85,0.0
2026-07-28,17.55,80.95,0.0
2026-07-28,17.65,80.95,0.0
2026-07-28,17.75,80.95,0.0
2026-07-28,17.85,80.95,0.0
2026-07-28,17.95,80.95,0.0
2026-07-28,18.05,80.95,0.0
2026-07-28,18.15,80.95,0.0
2026-07-28,18.25,80.95,0.0
2026-07-28,18.35,80.95,0.0
2026-07-28,18.45,80.95,0.0
2026-07-28,18.55,80.95,0.0
2026-07-28,18.65,80.95,0.0
2026-07-28,18.75,80.95,0.0
2026-07-28,18.85,80.95,0.0
2026-07-28,18.95,80.95,0.0
2026-07-28,19.05,80.95,0.0
2026-07-28,19.15,80.95,0.0
2026-07-28,19.25,80.95,0.0
2026-07-28,19.35,80.95,0.9088362
2026-07-28,19.45,80.95,1.2133497
2026-07-28,19.55,80.95,1.3020307
2026-07-28,19.65,80.95,1.0091115
2026-07-28,19.75,80.95,0.5777029
2026-07-28,19.85,80.95,0.6289826
2026-07-28,19.95,80.95,0.0
2026-07-28,20.05,80.95,0.0
2026-07-28,20.15,80.95,0.0
2026-07-28,20.25,80.95,0.0
2026-07-28,20.35,80.95,0.0
2026-07-28,20.45,80.95,0.32083675
2026-07-28,20.55,80.95,0.2976907
2026-07-28,20.65,80.95,0.27452123
2026-07-28,20.75,80.95,0.0
2026-07-28,20.85,80.95,0.0
2026-07-28,20.95,80.95,0.12153356
2026-07-28,21.05,80.95,0.0
2026-07-28,21.15,80.95,0.0
2026-07-28,21.25,80.95,0.0
2026-07-28,21.35,80.95,0.0
2026-07-28,21.45,80.95,0.0
2026-07-28,21.55,80.95,0.0
2026-07-28,21.65,80.95,0.0
2026-07-28,21.75,80.95,0.0
2026-07-28,21.85,80.95,0.0
2026-07-28,21.95,80.95,0.0
2026-07-28,22.05,80.95,0.0
2026-07-28,22.15,80.95,0.0
2026-07-28,22.25,80.95,0.0
2026-07-28,22.35,80.95,0.0
2026-07-28,22.45,80.95,0.0
2026-07-28,22.55,80.95,0.0
2026-07-28,22.65,80.95,0.0
2026-07-28,22.75,80.95,0.0
2026-07-28,17.55,81.05,0.0
2026-07-28,17.65,81.05,0.0
2026-07-28,17.75,81.05,0.0
2026-07-28,17.85,81.05,0.0
2026-07-28,17.95,81.05,0.0
2026-07-28,18.05,81.05,0.0
2026-07-28,18.15,81.05,0.0
2026-07-28,18.25,81.05,0.0
2026-07-28,18.35,81.05,0.0
2026-07-28,18.45,81.05,0.0
2026-07-28,18.55,81.05,0.0
2026-07-28,18.65,81.05,0.0
2026-07-28,18.75,81.05,0.0
2026-07-28,18.85,81.05,0.0
2026-07-28,18.95,81.05,0.0
2026-07-28,19.05,81.05,0.0
2026-07-28,19.15,81.05,0.0
2026-07-28,19.25,81.05,0.0
2026-07-28,19.35,81.05,0.6124685
2026-07-28,19.45,81.05,0.64201546
2026-07-28,19.55,81.05,0.845468
2026-07-28,19.65,81.05,0.78125715
2026-07-28,19.75,81.05,0.6677948
2026-07-28,19.85,81.05,0.6404408
2026-07-28,19.95,81.05,0.0
2026-07-28,20.05,81.05,0.0
2026-07-28,20.15,81.05,0.0
2026-07-28,20.25,81.05,0.0
2026-07-28,20.35,81.05,0.0
2026-07-28,20.45,81.05,0.0
2026-07-28,20.55,81.05,0.0
2026-07-28,20.65,81.05,0.0
2026-07-28,20.75,81.05,0.0
2026-07-28,20.85,81.05,0.0
2026-07-28,20.95,81.05,0.0
2026-07-28,21.05,81.05,0.0
2026-07-28,21.15,81.05,0.0
2026-07-28,21.25,81.05,0.0
2026-07-28,21.35,81.05,0.0
2026-07-28,21.45,81.05,0.0
2026-07-28,21.55,81.05,0.0
2026-07-28,21.65,81.05,0.0
2026-07-28,21.75,81.05,0.0
2026-07-28,21.85,81.05,0.0
2026-07-28,21.95,81.05,0.0
2026-07-28,22.05,81.05,0.0
2026-07-28,22.15,81.05,0.0
2026-07-28,22.25,81.05,0.0
2026-07-28,22.35,81.05,0.0
2026-07-28,22.45,81.05,0.0
2026-07-28,22.55,81.05,0.0
2026-07-28,22.65,81.05,0.0
2026-07-28,22.75,81.05,0.0
2026-07-28,17.55,81.15,0.0
2026-07-28,17.65,81.15,0.0
2026-07-28,17.75,81.15,0.0
2026-07-28,17.85,81.15,0.0
2026-07-28,17.95,81.15,0.0
2026-07-28,18.05,81.15,0.0
2026-07-28,18.15,81.15,0.0
2026-07-28,18.25,81.15,0.0
2026-07-28,18.35,81.15,0.0
